,ID,EN,CZ,EN_tokens,CZ_tokens
10,10,Increased interest in natural language ‘understanding’ has brought into the focus of much current work a variety of techniques often described as ‘semantic parsing’.,"Zvýšený zájem o ‚porozumění‘ přirozeným jazykům způsobil, že do centra pozornosti současného výzkumu se dostávají různé postupy, často popisované jako ‚sémantická analýza‘.","['increas', 'interest', 'natur', 'languag', 'understand', 'brought', 'focu', 'much', 'current', 'work', 'varieti', 'techniqu', 'often', 'describ', 'semant', 'pars']","['zvýšen', 'záj', 'přirozen', 'jazyk', 'způsobil', 'centr', 'pozornost', 'současn', 'výzkum', 'dostávaj', 'různ', 'postup', 'čast', 'popisovan', 'analýz']"
11,11,"Key themes of the talk were: (1) using oral history as topic and resource; (2) different barriers in doing so (epistemological, methodological, technical); (3) imagined possibilities, future opportunities and new research directions. Some of the current barriers seem to result from the fragmentary nature of social/human sciences, which is hard to overcome. At the same time, facilitating the use of ICT provides enviroment for interdisciplinary cooperation, which often leads to interesting and ground-breaking research.","Hlavní témata přednášky: (1) užití orální historie jako zdroje a tématu výzkumu; (2) rozmanité bariéry v tomto kontextu (epistemologické, metodologické, technické); (3) možnosti a budoucí příležitosti, nové výzkumné směřování.","['key', 'theme', 'talk', 'use', 'oral', 'histori', 'topic', 'resourc', 'differ', 'barrier', 'epistemolog', 'methodolog', 'technic', 'imagin', 'possibl', 'futur', 'opportun', 'new', 'research', 'direct', 'current', 'barrier', 'seem', 'result', 'fragmentari', 'natur', 'scienc', 'hard', 'overcom', 'time', 'facilit', 'use', 'ict', 'provid', 'enviro', 'interdisciplinari', 'cooper', 'often', 'lead', 'interest', 'research']","['hlavn', 'tém', 'přednášk', 'užit', 'oráln', 'histori', 'zdroj', 'témat', 'výzkum', 'rozmanit', 'bariér', 'kontext', 'epistemologick', 'metodologick', 'technick', 'možnost', 'budouc', 'příležitost', 'výzkumn', 'směřován']"
12,12,"The chapter describes USC Shoah Foundation's Visual History Archive, its relevant content for the thematic focus of the book, and some methodological issues of secondary analysis of oral history recordings. ","Kapitola popisuje Archiv vizuální historie USC Shoah Foundation, jeho obsah relevantní s ohledem na tematické zaměření knihy, a některé metodologické souvislosti sekundární analýzy orálněhistorických nahrávek.","['chapter', 'describ', 'usc', 'shoah', 'foundat', 'visual', 'histori', 'archiv', 'relev', 'content', 'themat', 'focu', 'book', 'methodolog', 'issu', 'secondari', 'analysi', 'oral', 'histori', 'record']","['kapitol', 'popisuj', 'archiv', 'vizuáln', 'histori', 'usc', 'shoah', 'foundation', 'obsah', 'relevantn', 'ohled', 'tematick', 'zaměřen', 'knih', 'někter', 'metodologick', 'souvislost', 'sekundárn', 'analýz', 'orálněhistorick', 'nahrávek']"
13,13,"SDP 2014 & 2015: Broad Coverage Semantic Dependency Parsing consists of data, tools, system results, and publications associated with the 2014 and 2015 tasks on Broad-Coverage Semantic Dependency Parsing (SDP) conducted in conjunction with the International Workshop on Semantic Evaluation (SemEval) and was developed by the SDP task organizers.","SDP 2014 & 2015: Sémantická závislostní analýza se širokým pokrytím sestává z dat, nástrojů, systémových výstupů a publikací spojených se soutěžemi v sémantické závislostní analýze (SDP) v letech 2014 a 2015, které byly pořádány spolu s mezinárodním workshopem SemEval. Tento balíček dat a softwarových nástrojů byl připraven organizátory soutěží SDP.","['sdp', 'broad', 'coverag', 'semant', 'depend', 'pars', 'consist', 'data', 'tool', 'system', 'result', 'public', 'associ', 'task', 'semant', 'depend', 'pars', 'sdp', 'conduct', 'conjunct', 'intern', 'workshop', 'semant', 'evalu', 'semev', 'develop', 'sdp', 'task', 'organ']","['sdp', 'sémantick', 'závislostn', 'analýz', 'širok', 'pokry', 'sestáv', 'dat', 'nástroj', 'systém', 'výstup', 'publikac', 'spojen', 'soutěh', 'sémantick', 'závislostn', 'analýh', 'sdp', 'let', 'pořádán', 'mezinárod', 'workshop', 'semeval', 'balíček', 'dat', 'softwar', 'nástroj', 'připraven', 'organizátor', 'soutěž', 'sdp']"
14,14,"This article describes the conversion of the Catalan and Spanish AnCora treebanks to the Universal Dependencies formalism. We describe the conversion process and assess the quality of the resulting treebank in terms of parsing accuracy by means of monolingual, cross-lingual and cross-domain parsing evaluation. The converted treebanks show an internal consistency comparable to the one shown by the original CoNLL09 distribution of AnCora, and indicate some differences in terms of multiword expression inventory with regards to the already existing UD Spanish treebank. The two new converted treebanks will be released in version 1.3 of Universal Dependencies.","Tento článek popisuje konverzi katalánského a španělského treebanku AnCora do formalismu Universal Dependencies (univerzální závislosti). Popisujeme proces konverze a odhadujeme kvalitu výsledného treebanku nepřímo pomocí automatické syntaktické analýzy v jednojazykovém, mezijazykovém a mezidoménovém testu. Převedené treebanky vykazují interní konzistenci srovnatelnou s původní distribucí AnCora pro CoNLL09. Od jiného, dříve vydaného španělského UD treebanku se liší zejména v repertoáru vyznačených víceslovných výrazů. Tyto dva nově převedené treebanky budou vydány v Universal Dependencies verzi 1.3.","['articl', 'describ', 'convers', 'catalan', 'spanish', 'ancora', 'treebank', 'univers', 'depend', 'formal', 'describ', 'convers', 'process', 'assess', 'qualiti', 'result', 'treebank', 'term', 'pars', 'accuraci', 'mean', 'monolingu', 'pars', 'evalu', 'convert', 'treebank', 'show', 'intern', 'consist', 'compar', 'one', 'shown', 'origin', 'conll09', 'distribut', 'ancora', 'indic', 'differ', 'term', 'multiword', 'express', 'inventori', 'regard', 'alreadi', 'exist', 'ud', 'spanish', 'treebank', 'two', 'new', 'convert', 'treebank', 'releas', 'version', 'univers', 'depend']","['popisuj', 'konverh', 'katalánsk', 'španělsk', 'treebank', 'ancor', 'formalism', 'universal', 'dependenk', 'univerzáln', 'závislost', 'popisujem', 'pro', 'konverh', 'odhadujem', 'kvalit', 'výsledn', 'treebank', 'nepřím', 'pomoc', 'automatick', 'syntaktick', 'analýz', 'jednojazyko', 'mezijazyko', 'mezidoméno', 'test', 'převeden', 'treebank', 'vykazuj', 'intern', 'konzistenk', 'srovnateln', 'původn', 'distribuc', 'ancor', 'conll09', 'jin', 'dřív', 'vydan', 'španělsk', 'ud', 'treebank', 'liš', 'zejmén', 'repertoár', 'vyznačen', 'víceslovn', 'výraz', 'nov', 'převeden', 'treebank', 'vydán', 'universal', 'dependenk', 'verh']"
15,15,"By means of an online survey, we have investigated ways in which various types of multiword expressions are annotated in existing treebanks. The results indicate that there is considerable variation in treatments across treebanks and thereby also, to some extent, across languages and across theoretical frameworks. The comparison is focused on the annotation of light verb constructions and verbal idioms. The survey shows that the light verb constructions either get special annotations as such, or are treated as ordinary verbs, while VP idioms are handled through different strategies. Based on insights from our investigation, we propose some general guidelines for annotating multiword expressions in treebanks. The recommendations address the following application-based needs: distinguishing MWEs from similar but compositional constructions; searching distinct types of MWEs in treebanks; awareness of literal and nonliteral meanings; and normalization of the MWE representation. The cross-lingually and cross-theoretically focused survey is intended as an aid to accessing treebanks and an aid for further work in treebank annotation.","Provedli jsme přehled VV v existujících treebancích pomocí online průzkumu. Výsledky ukazují významné odlišnosti. Srovnání se zaměřuje na anotaci analytických predikátů a slovesných idiomů. Na základě průzkumu navrhujeme všeobecné směrnice pro anotaci VV v treebancích. Doporučení se týkají následujících potřeb: rozlišovat VV od podobných, avšak kompozicionálních konstrukcí; vyhledávat rozličné druhy VV v treebanku; rozlišení doslovného a přeneseného významu a normalizace reprezentace VV. Průzkum vedený napříč jazyky a teoriemi je míněn jako pomůcka pro zpracování a další práci s anotovanými treebanky.","['mean', 'onlin', 'survey', 'investig', 'way', 'variou', 'type', 'multiword', 'express', 'annot', 'exist', 'treebank', 'result', 'indic', 'consider', 'variat', 'treatment', 'across', 'treebank', 'therebi', 'also', 'extent', 'across', 'languag', 'across', 'theoret', 'framework', 'comparison', 'focus', 'annot', 'light', 'verb', 'construct', 'verbal', 'idiom', 'survey', 'show', 'light', 'verb', 'construct', 'either', 'get', 'special', 'annot', 'treat', 'ordinari', 'verb', 'vp', 'idiom', 'handl', 'differ', 'strategi', 'base', 'insight', 'investig', 'propos', 'gener', 'guidelin', 'annot', 'multiword', 'express', 'treebank', 'recommend', 'address', 'follow', 'need', 'distinguish', 'mwe', 'similar', 'composit', 'construct', 'search', 'distinct', 'type', 'mwe', 'treebank', 'awar', 'liter', 'nonliter', 'mean', 'normal', 'mwe', 'represent', 'focus', 'survey', 'intend', 'aid', 'access', 'treebank', 'aid', 'work', 'treebank', 'annot']","['provedl', 'přehled', 'vv', 'existujíc', 'treebanc', 'pomoc', 'onlin', 'průzkum', 'výsledk', 'ukazuj', 'významn', 'odlišnost', 'srovnán', 'zaměřuj', 'anotak', 'analytick', 'predikát', 'slovesn', 'idiom', 'základ', 'průzkum', 'navrhujem', 'všeobecn', 'směrnik', 'anotak', 'vv', 'treebanc', 'doporučen', 'týkaj', 'následujíc', 'potřeb', 'rozliš', 'vv', 'podobn', 'avšak', 'kompozicionáln', 'konstrukc', 'vyhledáv', 'rozličn', 'druh', 'vv', 'treebank', 'rozlišen', 'doslovn', 'přenesen', 'význam', 'normalizak', 'reprezentak', 'vv', 'průzkum', 'veden', 'napříč', 'jazyk', 'teori', 'míněn', 'pomůck', 'zpracován', 'prák', 'anotovan', 'treebank']"
16,16,"A spelling error detection and correction application is typically based on three main components: a dictionary (or reference word list), an error model and a language model. While most of the attention in the literature has been directed to the language model, we show how improvements in any of the three components can lead to significant cumulative improvements in the overall performance of the system. We develop our dictionary of 9.2 million fully-inflected Arabic words (types) from a morphological transducer and a large corpus, validated and manually revised. We improve the error model by analyzing error types and creating an edit distance re-ranker. We also improve the language model by analyzing the level of noise in different data sources and selecting an optimal subset to train the system on. Testing and evaluation experiments show that our system significantly outperforms Microsoft Word 2013, OpenOffice Ayaspell 3.4 and Google Docs.","Práce se zabývá automatickou kontrolou pravopisu arabštiny a ukazuje, jak vylepšení jednotlivých komponent (slovníku, jazykového modelu, chybového modelu) vede ke kumulativnímu zlepšení celého systému.","['spell', 'error', 'detect', 'correct', 'applic', 'typic', 'base', 'three', 'main', 'compon', 'dictionari', 'refer', 'word', 'list', 'error', 'model', 'languag', 'model', 'attent', 'literatur', 'direct', 'languag', 'model', 'show', 'improv', 'three', 'compon', 'lead', 'signific', 'cumul', 'improv', 'overal', 'perform', 'system', 'develop', 'dictionari', 'million', 'arab', 'word', 'type', 'morpholog', 'transduc', 'larg', 'corpu', 'valid', 'manual', 'revis', 'improv', 'error', 'model', 'analyz', 'error', 'type', 'creat', 'edit', 'distanc', 'also', 'improv', 'languag', 'model', 'analyz', 'level', 'nois', 'differ', 'data', 'sourc', 'select', 'optim', 'subset', 'train', 'system', 'test', 'evalu', 'experi', 'show', 'system', 'significantli', 'outperform', 'microsoft', 'word', 'openoffic', 'ayaspel', 'googl', 'doc']","['prák', 'zabýv', 'automatick', 'kontrol', 'pravopis', 'arabsk', 'ukazuj', 'vylepšen', 'jednotliv', 'komponent', 'slovník', 'jazyk', 'model', 'chyb', 'model', 'ved', 'kumulativním', 'zlepšen', 'cel', 'syst']"
17,17,"We describe CzEngVallex, a bilingual Czech-English valency lexicon which aligns verbal valency frames and their arguments. It is based on a parallel Czech-English corpus, the Prague Czech-English Dependency Treebank, where for each occurrence of a verb a reference to the underlying Czech and English valency lexicons is explicitly recorded. CzEngVallex lexicon pairs the entries (verb senses) of these two lexicons, and allows for detailed studies of verb valency and argument structure in translation. While some related studies have already been published on certain phenomena, we concentrate here on basic statistics, showing that the variability of verb argument mapping between verbs in the two languages is richer than it might seem and than the perception from the studies published so far might have been.","V článku popisujeme CzEngVallex, bilingvní česko-anglický valenční slovník, zachycující propojení slovesné valence na základě překladových textů. Předkládáme zde základní statistiky, které podchycují mapování argumentů propojených sloves. ","['describ', 'czengvallex', 'bilingu', 'valenc', 'lexicon', 'align', 'verbal', 'valenc', 'frame', 'argument', 'base', 'parallel', 'corpu', 'pragu', 'depend', 'treebank', 'occurr', 'verb', 'refer', 'underli', 'czech', 'english', 'valenc', 'lexicon', 'explicitli', 'record', 'czengvallex', 'lexicon', 'pair', 'entri', 'verb', 'sens', 'two', 'lexicon', 'allow', 'detail', 'studi', 'verb', 'valenc', 'argument', 'structur', 'translat', 'relat', 'studi', 'alreadi', 'publish', 'certain', 'phenomena', 'concentr', 'basic', 'statist', 'show', 'variabl', 'verb', 'argument', 'map', 'verb', 'two', 'languag', 'richer', 'might', 'seem', 'percept', 'studi', 'publish', 'far', 'might']","['popisujem', 'czengvallex', 'bilingvn', 'valenčn', 'slovník', 'zachycujíc', 'propojen', 'slovesn', 'valenk', 'základ', 'překlad', 'text', 'předkládám', 'základn', 'statistik', 'podchycuj', 'mapován', 'argument', 'propojen', 'slo']"
18,18,"A case study based on experience in linguistic investigations using annotated monolingual and multilingual text corpora; the “cases” include a description of language phenomena belonging to different layers of the language system: morphology, surface and underlying syntax, and discourse; the analysis is based on a complex annotation of syntax, semantic functions, information structure and discourse relations of the Prague Dependency Treebank, a collection of annotated Czech texts. We want to demonstrate that annotation of corpus is not a self-contained goal: in order to be consistent, it should be based on some linguistic theory, and, at the same time, it should serve as a test bed for the given linguistic theory in particular and for linguistic research in general.","Případová studie založená na zkušenosti autorů s lingvistickým výzkumem opírajícím se o anotovaný monolingvální I paralelní korpus. Příspěvek zahrnuje popis jevů patřících k různým jazykovým rovinám (morfologie, syntax povrchová I hloubková a diskurs). Podkladem je Pražský závislostní korpus , soubor českých textů komplexně anotovaných na hloubkové syntaktické rovině včetně diskurzních vztahů a informační struktury věty. Autoři ukazují, že anotování (značkování) textových korpusů, pokud je založeno na spolehlivé lingvistické teorii, není účelem samo o sobě, ale že může především sloužit jako dobrý test pro danou teorii i pro jazykovědný výzkum obecně. ","['case', 'studi', 'base', 'experi', 'linguist', 'investig', 'use', 'annot', 'monolingu', 'multilingu', 'text', 'corpora', 'case', 'includ', 'descript', 'languag', 'phenomena', 'belong', 'differ', 'layer', 'languag', 'system', 'morpholog', 'surfac', 'underli', 'syntax', 'discours', 'analysi', 'base', 'complex', 'annot', 'syntax', 'semant', 'function', 'inform', 'structur', 'discours', 'relat', 'pragu', 'depend', 'treebank', 'collect', 'annot', 'czech', 'text', 'want', 'demonstr', 'annot', 'corpu', 'goal', 'order', 'consist', 'base', 'linguist', 'theori', 'time', 'serv', 'test', 'bed', 'given', 'linguist', 'theori', 'particular', 'linguist', 'research', 'gener']","['případ', 'studi', 'založen', 'zkušenost', 'autor', 'lingvistick', 'výzkum', 'opírají', 'anotovan', 'monolingváln', 'paraleln', 'korp', 'příspěvek', 'zahrnuj', 'popis', 'jev', 'patříc', 'různ', 'jazyk', 'rovin', 'morfologi', 'syntax', 'povrch', 'hloubk', 'diskurs', 'podklad', 'pražsk', 'závislostn', 'korp', 'soubor', 'česk', 'text', 'komplexn', 'anotovan', 'hloubk', 'syntaktick', 'rovin', 'včetn', 'diskurzn', 'vztah', 'informačn', 'struktur', 'vět', 'autoř', 'ukazuj', 'anotován', 'značkován', 'text', 'korpus', 'založen', 'spolehliv', 'lingvistick', 'teori', 'účel', 'sam', 'sob', 'předev', 'sloužit', 'test', 'dan', 'teori', 'jazykovědn', 'výzkum', 'obecn']"
19,19,The chapter describes the history and the linguistic theory behind the Prague Dependency Treebank. It also mentions technical solutions for the creation and use of the treebank.,"Kapitola popisuje historii, základní východiska a anotační schéma Pražského závislostního korpusu z formálně-lingvistického i technického hlediska.","['chapter', 'describ', 'histori', 'linguist', 'theori', 'behind', 'pragu', 'depend', 'treebank', 'also', 'mention', 'technic', 'solut', 'creation', 'use', 'treebank']","['kapitol', 'popisuj', 'histori', 'základn', 'východisk', 'anotačn', 'schém', 'pražsk', 'závislostn', 'korpus', 'technick', 'hledisk']"
20,20,"Phraseological components of valency dictionaries for two West Slavic languages are presented, namely, of the PDT-Vallex dictionary for Czech and of the Walenty dictionary for Polish. Both dictionaries are corpus-based, albeit in different ways. Both are machine readable and employable by syntactic parsers and generators. The paper compares the expressive power of the phraseological subformalisms of these dictionaries, discusses their limitations and makes recommendations for their possible extensions, which can be possibly applied also to other valency dictionaries with rich phraseological components. ","Pro dva valenční slovníky slovanckých jazyků, PDT-Vallex pro češtinu a Walenty pro polštinu článek porovnává jejich frazeologickou část. Oba slovníky jsou založené na korpusu, i když se liší jak způsob propojení, tak technické řešení, ovšem oba jsou dostupné elektronicky ve standardnim formátu. V článku se porovnávají frazeologická hesla, jejich formální popis a možnosti a omezení. V závěru se doporučují rozšíření těchto komponent pro obecnější pokrytí i pro další jazyky. ","['phraseolog', 'compon', 'valenc', 'dictionari', 'two', 'west', 'slavic', 'languag', 'present', 'name', 'dictionari', 'czech', 'walenti', 'dictionari', 'polish', 'dictionari', 'albeit', 'differ', 'way', 'machin', 'readabl', 'employ', 'syntact', 'parser', 'gener', 'paper', 'compar', 'express', 'power', 'phraseolog', 'subform', 'dictionari', 'discuss', 'limit', 'make', 'recommend', 'possibl', 'extens', 'possibl', 'appli', 'also', 'valenc', 'dictionari', 'rich', 'phraseolog', 'compon']","['valenčn', 'slovník', 'slovanck', 'jazyk', 'česk', 'walent', 'polsk', 'porovnáv', 'frazeologick', 'část', 'oba', 'slovník', 'založen', 'korpus', 'liš', 'způsob', 'propojen', 'technick', 'řešen', 'ovš', 'oba', 'dostupn', 'elektronick', 'standardnim', 'formát', 'porovnávaj', 'frazeologick', 'hesl', 'formáln', 'popis', 'možnost', 'omezen', 'závěr', 'doporučuj', 'rozšířen', 'těcht', 'komponent', 'obecnějš', 'pokryt', 'jazyk']"
21,21,In this chapter the criteria for the determination of the obligatory valency positions of the verb which must be reflected in the lexicon in the shape of the valency frame are submitted.The examples where these obligatory positions are omitted in the surface structure of the sentence are exemplified and the conditions for such omissions are analyzed. ,"V této kapitole se předkládají kritéria pro stanovení obligatorních valenčních pozic, které musí být zachyceny ve valenčním rámci příslušného slovesa ve slovníku. Analyzují se též příklady, kde je obligtorní valenční člen ve větě vypuštěn, a klasifikují se příčiny, proč k tomu dochází.","['chapter', 'criteria', 'determin', 'obligatori', 'valenc', 'posit', 'verb', 'must', 'reflect', 'lexicon', 'shape', 'valenc', 'frame', 'exampl', 'obligatori', 'posit', 'omit', 'surfac', 'structur', 'sentenc', 'exemplifi', 'condit', 'omiss', 'analyz']","['kapitol', 'předkládaj', 'kritéri', 'stanoven', 'obligatorn', 'valenčn', 'pozic', 'zachycen', 'valenč', 'rámk', 'příslušn', 'sloves', 'slovník', 'analyzuj', 'též', 'příklad', 'obligtorn', 'valenčn', 'člen', 'vět', 'vypuštěn', 'klasifikuj', 'přík', 'tom', 'docház']"
22,22,"This paper introduces a new bilingual Czech-English verbal valency lexicon (called CzEng-Vallex) representing a relatively large empirical database. It includes 20,835 aligned valency frame pairs (i.e., verb senses which are translations of each other) and their aligned arguments. This new lexicon uses data from the Prague Czech-English Dependency Treebank and also takes advantage of the existing valency lexicons for both languages: the PDT-Vallex for Czech and the EngVallex for English. The CzEngVallex is available for viewing in LINDAT/CLARIN repository.","Článek představuje nový dvojjazyčný česko-anglický valenční slovník nazvaný CzEng-Vallex. Elektronická podoba slovníku je umístěna v repozitáři Centra jazykové výzkumné infrastruktury LINDAT/CLARIN v XML formátu a je zde k dispozici také v prohledávatelné podobě. Slovník je propojen s českým valenčním slovníkem PDT-Vallex, s anglickýmm valenčním slovníkem EngVallex a rovněž je propojen s příklady z PCEDT korpusu (PCEDT 2.0). CzEngVallex obsahuje 20835 propojených párů valenčních rámců (slovesných významů) překladových ekvivalentů a obsahuje i propojení jejich argumentů. ","['paper', 'introduc', 'new', 'bilingu', 'verbal', 'valenc', 'lexicon', 'call', 'repres', 'rel', 'larg', 'empir', 'databas', 'includ', 'align', 'valenc', 'frame', 'pair', 'verb', 'sens', 'translat', 'align', 'argument', 'new', 'lexicon', 'use', 'data', 'pragu', 'depend', 'treebank', 'also', 'take', 'advantag', 'exist', 'valenc', 'lexicon', 'languag', 'czech', 'engvallex', 'english', 'czengvallex', 'avail', 'view', 'repositori']","['představuj', 'dvojjazyčn', 'valenčn', 'slovník', 'nazvan', 'elektronick', 'podob', 'slovník', 'umístěn', 'repozitář', 'centr', 'jazyk', 'výzkumn', 'infrastruktur', 'xml', 'formát', 'dispozik', 'prohledávateln', 'podob', 'slovník', 'propojen', 'česk', 'valenč', 'slovník', 'anglickýmm', 'valenč', 'slovník', 'engvallex', 'rovněž', 'propojen', 'příklad', 'pcedt', 'korpus', 'pcedt', 'czengvallex', 'obsahuj', 'propojen', 'pár', 'valenčn', 'rámc', 'slovesn', 'význam', 'překlad', 'ekvivalent', 'obsahuj', 'propojen', 'argument']"
23,23,"This article is an attempt to propose application of a subset of the Universal Dependencies (UD) standard to the group of Slavic languages. The subset in question comprises morphosyntactic features of various verb forms. We systematically document the inventory of features observable with Slavic verbs, giving numerous examples from 10 languages. We demonstrate that terminology in literature may differ, yet the substance remains the same. Our goal is practical. We definitely do not intend to overturn the many decades of research in Slavic comparative linguistics. Instead, we want to put the properties of Slavic verbs in the context of UD, and to propose a unified (Slavic-wide) application of UD features and values to them. We believe that our proposal is a compromise that could be accepted by corpus linguists working on all Slavic languages.","Tento článek je pokusem navrhnout aplikaci podmnožiny standardu Universal Dependencies (UD) na skupinu slovanských jazyků. Dotyčnou podmnožinou jsou morfosyntaktické rysy jednotlivých slovesných tvarů. Systematicky dokumentujeme kategorie, které lze pozorovat u slovanských sloves, a přinášíme množství příkladů z 10 jazyků. Ukazujeme, že terminologie známá z literatury se často liší, i když podstata zkoumaných jevů je stejná. Náš cíl je praktický. Rozhodně nemáme v úmyslu přehodnocovat výsledky mnohaletého bádání slovanské srovnávací jazykovědy. Spíše chceme zasadit vlastnosti slovanských sloves do kontextu UD a navrhnout jednotný (všeslovanský) způsob, jak mají být prostředky UD aplikovány na tyto jazyky. Věříme, že náš návrh je kompromisem, který bude přijatelný pro korpusové lingvisty pracující se všemi slovanskými jazyky.","['articl', 'attempt', 'propos', 'applic', 'subset', 'univers', 'depend', 'ud', 'standard', 'group', 'slavic', 'languag', 'subset', 'question', 'compris', 'morphosyntact', 'featur', 'variou', 'verb', 'form', 'systemat', 'document', 'inventori', 'featur', 'observ', 'slavic', 'verb', 'give', 'numer', 'exampl', 'languag', 'demonstr', 'terminolog', 'literatur', 'may', 'differ', 'yet', 'substanc', 'remain', 'goal', 'practic', 'definit', 'intend', 'overturn', 'mani', 'decad', 'research', 'slavic', 'compar', 'linguist', 'instead', 'want', 'put', 'properti', 'slavic', 'verb', 'context', 'ud', 'propos', 'unifi', 'applic', 'ud', 'featur', 'valu', 'believ', 'propos', 'compromis', 'could', 'accept', 'corpu', 'linguist', 'work', 'slavic', 'languag']","['pokus', 'navrhnout', 'aplikak', 'podmnoh', 'standard', 'universal', 'dependenk', 'ud', 'skup', 'slovansk', 'jazyk', 'dotyčn', 'podmnoh', 'morfosyntaktick', 'rys', 'jednotliv', 'slovesn', 'tvar', 'systematick', 'dokumentujem', 'kategori', 'lze', 'pozor', 'slovansk', 'slo', 'přináším', 'množstv', 'příklad', 'jazyk', 'ukazujem', 'terminologi', 'znám', 'literatur', 'čast', 'liš', 'podst', 'zkouman', 'jev', 'stejn', 'cíl', 'praktick', 'rozhodn', 'úmysl', 'přehodnoc', 'výsledk', 'mnohalet', 'bádán', 'slovansk', 'srovnávac', 'jazykověd', 'spíš', 'zasadit', 'vlastnost', 'slovansk', 'slo', 'kontext', 'ud', 'navrhnout', 'jednotn', 'všeslovansk', 'způsob', 'prostředk', 'ud', 'aplikován', 'jazyk', 'věřím', 'návrh', 'kompromis', 'přijateln', 'korpus', 'lingvist', 'pracujíc', 'vše', 'slovansk', 'jazyk']"
24,24,"We analyze inner structure of complex address data given in text, categorize it, annotate it and evaluate the annotation.","Analyzujeme vnitřní strukturu komplexních adresních datových údajů v textu, kategorizujeme je, anotujeme a vyhodnocujeme výsledky.","['analyz', 'inner', 'structur', 'complex', 'address', 'data', 'given', 'text', 'categor', 'annot', 'evalu', 'annot']","['analyzujem', 'vnitřn', 'struktur', 'komplexn', 'adresn', 'datov', 'údaj', 'text', 'kategorizujem', 'anotujem', 'vyhodnocujem', 'výsledk']"
25,25,"This paper presents the resources so far created in the Universal Dependencies (UD) project, which attempts to address a lack of cross-linguistically adequate dependency representations for natural language processing.","Tento článek představuje zdroje dosud vytvořené v projektu Universal Dependencies (UD), který se snaží vypořádat s chybějící závislostní reprezentací pro zpracování přirozených jazyků aplikovatelnou na více jazyků.","['paper', 'present', 'resourc', 'far', 'creat', 'univers', 'depend', 'ud', 'project', 'attempt', 'address', 'lack', 'adequ', 'depend', 'represent', 'natur', 'languag', 'process']","['představuj', 'zdroj', 'dosud', 'vytvořen', 'projekt', 'universal', 'dependenk', 'ud', 'snaž', 'vypořád', 'chybějíc', 'závislostn', 'reprezentac', 'zpracován', 'přirozen', 'jazyk', 'aplikovateln', 'jazyk']"
